organism	domain	temperature
Saccharopolyspora hordei	Bacteria	45.0
Saccharopolyspora indica	Bacteria	28.0
Saccharopolyspora kobensis	Bacteria	28.0
Saccharopolyspora lacisalsi	Bacteria	37.0
Saccharopolyspora phatthalungensis	Bacteria	28.0
Saccharopolyspora qijiaojingensis	Bacteria	37.0
Saccharopolyspora rectivirgula	Bacteria	45.0
Saccharopolyspora rectivirgula	Bacteria	50.0
Saccharopolyspora rectivirgula	Bacteria	55.0
Saccharopolyspora rosea	Bacteria	28.0
Saccharopolyspora shandongensis	Bacteria	28.0
Saccharopolyspora sp.	Bacteria	28.0
Saccharopolyspora sp.	Bacteria	56.0
Saccharopolyspora spinosa	Bacteria	28.0
Saccharopolyspora spinosporotrichia	Bacteria	28.0
Saccharopolyspora spongiae	Bacteria	25.0
Saccharopolyspora subtropica	Bacteria	43.0
Saccharopolyspora taberi	Bacteria	28.0
Saccharopolyspora thermophila	Bacteria	45.0
Saccharopolyspora tripterygii	Bacteria	28.0
Saccharospirillum aestuarii	Bacteria	26.0
Saccharospirillum impatiens	Bacteria	20.0
Saccharospirillum salsuginis	Bacteria	28.0
Saccharothrix algeriensis	Bacteria	28.0
Saccharothrix australiensis	Bacteria	28.0
Saccharothrix carnea	Bacteria	28.0
Saccharothrix coeruleofusca	Bacteria	28.0
Saccharothrix ecbatanensis	Bacteria	30.0
Saccharothrix espanaensis	Bacteria	28.0
Saccharothrix ghardaiensis	Bacteria	28.0
Saccharothrix hoggarensis	Bacteria	28.0
Saccharothrix isguenensis	Bacteria	30.0
Saccharothrix longispora	Bacteria	28.0
Saccharothrix lopnurensis	Bacteria	28.0
Saccharothrix mutabilis	Bacteria	25.0
Saccharothrix mutabilis	Bacteria	28.0
Saccharothrix saharensis	Bacteria	28.0
Saccharothrix sp.	Bacteria	28.0
Saccharothrix stipae	Bacteria	37.0
Saccharothrix syringae	Bacteria	28.0
Saccharothrix tamanrassetensis	Bacteria	28.0
Saccharothrix texasensis	Bacteria	28.0
Saccharothrix variisporea	Bacteria	28.0
Saccharothrix violaceirubra	Bacteria	28.0
Saccharothrix xinjiangensis	Bacteria	28.0
Sagittula marina	Bacteria	25.0
Sagittula stellata	Bacteria	28.0
Salana multivorans	Bacteria	28.0
Salana multivorans	Bacteria	30.0
Salegentibacter agarivorans	Bacteria	28.0
Salegentibacter chungangensis	Bacteria	30.0
Salegentibacter echinorum	Bacteria	28.0
Salegentibacter flavus	Bacteria	28.0
Salegentibacter holothuriorum	Bacteria	28.0
Salegentibacter mishustinae	Bacteria	28.0
Salegentibacter salarius	Bacteria	28.0
Salegentibacter salegens	Bacteria	28.0
Salegentibacter salinarum	Bacteria	28.0
Salibacter halophilus	Bacteria	33.0
Salibacter luridus	Bacteria	28.0
Salibacterium halochares	Bacteria	30.0
Salibacterium lacus	Bacteria	28.0
Salibacterium qingdaonense	Bacteria	30.0
Salicola marasensis	None	35.0
Salicola marasensis	None	37.0
Salilacibacter albus	Bacteria	29.0
Salimesophilobacter vulgaris	Bacteria	37.0
Salimicrobium album	Bacteria	37.0
Salimicrobium flavidum	Bacteria	35.0
Salimicrobium halophilum	Bacteria	28.0
Salimicrobium jeotgali	Bacteria	28.0
Salimicrobium luteum	Bacteria	27.0
Salimicrobium salexigens	Bacteria	37.0
Salinactinospora qingdaonensis	Bacteria	37.0
Salinarchaeum chitinilyticum	Archaea	40.0
Salinarimonas ramus	Bacteria	28.0
Salinarimonas rosea	Bacteria	28.0
Salinibacillus aidingensis	Bacteria	37.0
Salinibacillus sp.	Bacteria	28.0
Salinibacillus xinjiangensis	Bacteria	38.0
Salinibacter ruber	Bacteria	37.0
Salinibacter sp.	Bacteria	40.0
Salinibacterium amurskyense	Bacteria	27.0
Salinibacterium hongtaonis	Bacteria	20.0
Salinibacterium xinjiangense	Bacteria	20.0
Salinicoccus albus	Bacteria	28.0
Salinicoccus alkaliphilus	Bacteria	37.0
Salinicoccus amylolyticus	Bacteria	28.0
Salinicoccus carnicancri	Bacteria	28.0
Salinicoccus halitifaciens	Bacteria	28.0
Salinicoccus halodurans	Bacteria	28.0
Salinicoccus hispanicus	Bacteria	37.0
Salinicoccus iranensis	Bacteria	28.0
Salinicoccus jeotgali	Bacteria	28.0
Salinicoccus kekensis	Bacteria	28.0
Salinicoccus kunmingensis	Bacteria	28.0
Salinicoccus luteus	Bacteria	28.0
Salinicoccus qingdaonensis	Bacteria	28.0
Salinicoccus roseus	Bacteria	37.0
Salinicoccus salitudinis	Bacteria	28.0
Salinicoccus salsiraiae	Bacteria	28.0
Salinicoccus sesuvii	Bacteria	28.0
Salinicoccus siamensis	Bacteria	28.0
Salinicola halophilus	Bacteria	28.0
Salinicola rhizosphaerae	Bacteria	29.0
Salinicola salarius	Bacteria	28.0
Salinicola socius	Bacteria	28.0
Salinicola sp.	Bacteria	25.0
Salinicola sp.	Bacteria	30.0
Salinicola tamaricis	Bacteria	30.0
Salinicola zeshunii	Bacteria	28.0
Salinifilum ghardaiensis	Bacteria	28.0
Salinifilum proteinilyticum	Bacteria	40.0
Salinigranum salinum	Archaea	38.0
Salinihabitans flavidus	Bacteria	30.0
Salinimicrobium catena	Bacteria	28.0
Salinimicrobium flavum	Bacteria	25.0
Salinimicrobium gaetbulicola	Bacteria	25.0
Salinimicrobium marinum	Bacteria	23.0
Salinimicrobium soli	Bacteria	30.0
Salinimicrobium terrae	Bacteria	28.0
Salinimicrobium xinjiangense	Bacteria	32.0
Salinimonas chungwhensis	Bacteria	37.0
Salinimonas lutimaris	Bacteria	30.0
Salininema proteolyticum	Bacteria	30.0
Salinirepens amamiensis	Bacteria	25.0
Salinirubellus salinus	Archaea	38.0
Salinisphaera aquimarina	Bacteria	19.0
Salinisphaera dokdonensis	Bacteria	28.0
Salinisphaera halophila	Bacteria	28.0
Salinisphaera hydrothermalis	Bacteria	28.0
Salinisphaera japonica	Bacteria	17.0
Salinisphaera orenii	Bacteria	25.0
Salinisphaera shabanensis	Bacteria	28.0
Salinispira pacifica	Bacteria	35.0
Salinispora arenicola	Bacteria	28.0
Salinispora pacifica	Bacteria	28.0
Salinispora sp.	Bacteria	28.0
Salinispora tropica	Bacteria	28.0
Salinivenus iranica	Bacteria	38.0
Salinivenus lutea	Bacteria	38.0
Salinivibrio costicola	Bacteria	25.0
Salinivibrio costicola	Bacteria	30.0
Salinivibrio costicola	Bacteria	37.0
Salinivibrio proteolyticus	Bacteria	32.0
Salinivibrio sharmensis	Bacteria	35.0
Salinivibrio siamensis	Bacteria	37.0
Salinivibrio sp.	Bacteria	28.0
Salinivirga cyanobacteriivorans	Bacteria	35.0
Salinovum rubellum	Bacteria	30.0
Salipaludibacillus agaradhaerens	Bacteria	30.0
Salipaludibacillus aurantiacus	Bacteria	33.0
Salipaludibacillus neizhouensis	Bacteria	30.0
Saliphagus infecundisoli	Archaea	38.0
Salipiger aestuarii	Bacteria	28.0
Salipiger bermudensis	Bacteria	30.0
Salipiger marinus	Bacteria	30.0
Salipiger mucosus	Bacteria	30.0
Salipiger profundus	Bacteria	30.0
Salipiger sp.	Bacteria	28.0
Salipiger thiooxidans	Bacteria	28.0
Salirhabdus euzebyi	Bacteria	37.0
Salirhabdus salicampi	Bacteria	30.0
Salisaeta longa	Bacteria	37.0
Salisediminibacterium halotolerans	Bacteria	37.0
Salisediminibacterium locisalis	Bacteria	30.0
Saliterribacillus persicus	Bacteria	35.0
Salmonella bongori	Bacteria	30.0
Salmonella enterica	Bacteria	28.0
Salmonella enterica	Bacteria	30.0
Salmonella enterica	Bacteria	34.0
Salmonella enterica	Bacteria	37.0
Salmonella enterica	Bacteria	42.0
Salmonella subterranea	Bacteria	30.0
Salsuginibacillus halophilus	Bacteria	30.0
Salsuginibacillus kocurii	Bacteria	30.0
Salsuginimonas clara	Bacteria	30.0
Samsonia erythrinae	Bacteria	28.0
Sandaracinus amylolyticus	Bacteria	28.0
Sandarakinorhabdus cyanobacteriorum	Bacteria	28.0
Sandarakinorhabdus cyanobacteriorum	Bacteria	29.0
Sandarakinorhabdus cyanobacteriorum	Bacteria	37.0
Sandarakinorhabdus limnophila	Bacteria	15.0
Sanguibacter antarcticus	Bacteria	28.0
Sanguibacter gelidistatuariae	Bacteria	19.0
Sanguibacter inulinus	Bacteria	28.0
Sanguibacter keddieii	Bacteria	30.0
Sanguibacter sp.	Bacteria	25.0
Sanguibacter sp.	Bacteria	28.0
Sanguibacter suarezii	Bacteria	30.0
Sansalvadorimonas verongulae	Bacteria	29.0
Sanuguinoglea alkalitolerans	None	25.0
Saprospira grandis	Bacteria	28.0
Sarcina maxima	Bacteria	37.0
Sarcina sp.	Bacteria	37.0
Sarcina ventriculi	Bacteria	37.0
Sarraceniospora aurea	Bacteria	28.0
Savagea faecisuis	Bacteria	37.0
Scardovia inopinata	Bacteria	37.0
Scardovia wiggsiae	Bacteria	35.0
Schaalia canis	Bacteria	37.0
Schaalia cardiffensis	Bacteria	37.0
Schaalia funkei	Bacteria	37.0
Schaalia georgiae	Bacteria	37.0
Schaalia hyovaginalis	Bacteria	37.0
Schaalia meyeri	Bacteria	37.0
Schaalia naturae	Bacteria	37.0
Schaalia odontolytica	Bacteria	37.0
Schaalia radingae	Bacteria	37.0
Schaalia suimastitidis	Bacteria	37.0
Schaalia turicensis	Bacteria	37.0
Schaalia vaccimaxillae	Bacteria	37.0
Schlegelella thermodepolymerans	Bacteria	42.0
Schlegelella thermodepolymerans	Bacteria	50.0
Schleiferia thermophila	Bacteria	45.0
Schlesneria paludicola	Bacteria	25.0
Schumannella luteola	Bacteria	28.0
Schwartzia succinivorans	Bacteria	37.0
Sciscionella marina	Bacteria	28.0
Scopulibacillus daqui	Bacteria	40.0
Scopulibacillus darangshiensis	Bacteria	28.0
Sebaldella termitidis	Bacteria	37.0
Sedimentibacter acidaminivorans	None	21.0
Sedimentibacter hongkongensis	None	37.0
Sedimentibacter hydroxybenzoicus	None	35.0
Sedimentibacter saalensis	None	30.0
Sedimenticola selenatireducens	Bacteria	25.0
Sedimenticola thiotaurini	Bacteria	28.0
Sedimentisphaera cyanobacteriorum	Bacteria	35.0
Sedimentisphaera salicampi	Bacteria	35.0
Sedimentitalea todarodis	Bacteria	17.0
Sediminibacillus albus	Bacteria	30.0
Sediminibacillus halophilus	Bacteria	30.0
Sediminibacter furfurosus	Bacteria	24.0
Sediminibacter sp.	Bacteria	28.0
Sediminibacterium aquarii	Bacteria	26.0
Sediminibacterium ginsengisoli	Bacteria	28.0
Sediminibacterium goheungense	Bacteria	28.0
Sediminibacterium roseum	Bacteria	21.0
Sediminibacterium salmoneum	Bacteria	28.0
Sediminibacterium sp.	Bacteria	28.0
Sediminicola flavus	None	37.0
Sediminicola luteus	Bacteria	20.0
Sediminicola sp.	Bacteria	33.0
Sediminihabitans luteus	Bacteria	28.0
Sediminimonas qiaohouensis	Bacteria	28.0
Sediminispirochaeta bajacaliforniensis	Bacteria	30.0
Sediminispirochaeta sinaica	Bacteria	28.0
Sediminispirochaeta smaragdinae	Bacteria	35.0
Sediminitomix flava	Bacteria	25.0
Sediminivirga luteola	Bacteria	30.0
Segetibacter aerophilus	Bacteria	23.0
Segetibacter koreensis	Bacteria	30.0
Segniliparus rotundus	Bacteria	28.0
Segniliparus rotundus	Bacteria	30.0
Segniliparus rugosus	Bacteria	28.0
Segniliparus rugosus	Bacteria	33.0
Seinonella peptonophila	Bacteria	35.0
Seleniivibrio woodruffii	Bacteria	30.0
Selenomonas artemidis	Bacteria	37.0
Selenomonas bovis	Bacteria	37.0
Selenomonas dianae	Bacteria	37.0
Selenomonas flueggei	Bacteria	37.0
Selenomonas infelix	Bacteria	37.0
Selenomonas lacticifex	Bacteria	28.0
Selenomonas noxia	Bacteria	37.0
Selenomonas ruminantium	Bacteria	37.0
Selenomonas sp.	Bacteria	37.0
Selenomonas sputigena	Bacteria	37.0
Sellimonas intestinalis	Bacteria	35.0
Seminibacterium arietis	Bacteria	37.0
Senegalimassilia anaerobia	Bacteria	37.0
Seohaeicola saemankumensis	Bacteria	25.0
Seohaeicola zhoushanensis	Bacteria	25.0
Seonamhaeicola algicola	Bacteria	25.0
Seonamhaeicola marinus	Bacteria	25.0
Serinibacter salmoneus	Bacteria	28.0
Serinicoccus chungangensis	Bacteria	28.0
Serinicoccus marinus	Bacteria	22.0
Serinicoccus profundi	Bacteria	28.0
Serpentinicella alkaliphila	Bacteria	37.0
Serratia aquatilis	Bacteria	37.0
Serratia entomophila	Bacteria	28.0
Serratia ficaria	Bacteria	30.0
Serratia fonticola	Bacteria	28.0
Serratia fonticola	Bacteria	30.0
Serratia grimesii	Bacteria	30.0
Serratia liquefaciens	Bacteria	28.0
Serratia liquefaciens	Bacteria	30.0
Serratia marcescens	Bacteria	26.0
Serratia marcescens	Bacteria	28.0
Serratia marcescens	Bacteria	30.0
Serratia marcescens	Bacteria	33.0
Serratia marcescens	Bacteria	37.0
Serratia myotis	Bacteria	28.0
Serratia nematodiphila	Bacteria	28.0
Serratia odorifera	Bacteria	30.0
Serratia oryzae	Bacteria	28.0
Serratia plymuthica	Bacteria	20.0
Serratia plymuthica	Bacteria	26.0
Serratia plymuthica	Bacteria	30.0
Serratia proteamaculans	Bacteria	30.0
Serratia proteamaculans	Bacteria	37.0
Serratia quinivorans	Bacteria	30.0
Serratia rubidaea	Bacteria	25.0
Serratia rubidaea	Bacteria	26.0
Serratia rubidaea	Bacteria	30.0
Serratia sp.	Bacteria	28.0
Serratia sp.	Bacteria	30.0
Serratia sp.	Bacteria	37.0
Serratia symbiotica	Bacteria	28.0
Serratia ureilytica	Bacteria	37.0
Serratia vespertilionis	Bacteria	28.0
Sharpea azabuensis	Bacteria	37.0
Shewanella abyssi	Bacteria	10.0
Shewanella aestuarii	Bacteria	21.0
Shewanella algae	Bacteria	20.0
Shewanella algae	Bacteria	25.0
Shewanella algae	Bacteria	30.0
Shewanella algae	Bacteria	37.0
Shewanella algicola	Bacteria	17.0
Shewanella algidipiscicola	Bacteria	21.0
Shewanella amazonensis	Bacteria	25.0
Shewanella aquimarina	Bacteria	26.0
Shewanella arctica	Bacteria	16.0
Shewanella atlantica	Bacteria	10.0
Shewanella baltica	Bacteria	22.0
Shewanella baltica	Bacteria	25.0
Shewanella basaltis	Bacteria	25.0
Shewanella benthica	Bacteria	4.0
Shewanella canadensis	Bacteria	10.0
Shewanella carassii	Bacteria	37.0
Shewanella chilikensis	Bacteria	34.0
Shewanella colwelliana	Bacteria	25.0
Shewanella colwelliana	Bacteria	27.0
Shewanella corallii	Bacteria	26.0
Shewanella corallii	Bacteria	28.0
Shewanella decolorationis	Bacteria	25.0
Shewanella denitrificans	Bacteria	23.0
Shewanella denitrificans	Bacteria	28.0
Shewanella dokdonensis	Bacteria	28.0
Shewanella donghaensis	Bacteria	14.0
Shewanella electrodiphila	Bacteria	15.0
Shewanella fidelis	Bacteria	25.0
Shewanella fidelis	Bacteria	28.0
Shewanella fodinae	Bacteria	34.0
Shewanella frigidimarina	Bacteria	20.0
Shewanella gaetbuli	Bacteria	28.0
Shewanella gelidii	Bacteria	18.0
Shewanella gelidimarina	Bacteria	18.0
Shewanella glacialipiscicola	Bacteria	17.0
Shewanella hafniensis	Bacteria	15.0
Shewanella halifaxensis	Bacteria	19.0
Shewanella haliotis	Bacteria	26.0
Shewanella hanedai	Bacteria	14.0
Shewanella hanedai	Bacteria	15.0
Shewanella indica	Bacteria	37.0
Shewanella inventionis	Bacteria	21.0
Shewanella japonica	Bacteria	25.0
Shewanella kaireitica	Bacteria	25.0
Shewanella litorisediminis	Bacteria	30.0
Shewanella livingstonensis	Bacteria	15.0
Shewanella loihica	Bacteria	21.0
Shewanella marina	Bacteria	21.0
Shewanella marinintestina	Bacteria	25.0
Shewanella marisflavi	Bacteria	23.0
Shewanella morhuae	Bacteria	15.0
Shewanella olleyana	Bacteria	30.0
Shewanella oneidensis	Bacteria	30.0
Shewanella pacifica	Bacteria	25.0
Shewanella pealeana	Bacteria	25.0
Shewanella piezotolerans	Bacteria	14.0
Shewanella pneumatophori	Bacteria	18.0
Shewanella profunda	Bacteria	28.0
Shewanella psychrophila	Bacteria	10.0
Shewanella putrefaciens	Bacteria	25.0
Shewanella putrefaciens	Bacteria	26.0
Shewanella putrefaciens	Bacteria	28.0
Shewanella putrefaciens	Bacteria	29.0
Shewanella putrefaciens	Bacteria	30.0
Shewanella putrefaciens	Bacteria	34.0
Shewanella sairae	Bacteria	20.0
Shewanella schlegeliana	Bacteria	25.0
Shewanella sediminis	Bacteria	15.0
Shewanella seohaensis	Bacteria	30.0
Shewanella sp.	Bacteria	26.0
Shewanella sp.	Bacteria	28.0
Shewanella sp.	Bacteria	37.0
Shewanella sp.	Bacteria	8.0
Shewanella surugensis	Bacteria	10.0
Shewanella upenei	Bacteria	30.0
Shewanella vesiculosa	Bacteria	17.5
Shewanella violacea	Bacteria	4.0
Shewanella waksmanii	Bacteria	25.0
Shewanella woodyi	Bacteria	25.0
Shewanella xiamenensis	Bacteria	28.0
Shigella boydii	Bacteria	30.0
Shigella boydii	Bacteria	37.0
Shigella dysenteriae	Bacteria	30.0
Shigella dysenteriae	Bacteria	37.0
Shigella flexneri	Bacteria	30.0
Shigella flexneri	Bacteria	37.0
Shigella flexneri	None	30.0
Shigella sonnei	Bacteria	30.0
Shigella sonnei	Bacteria	37.0
Shimazuella kribbensis	Bacteria	28.0
Shimia abyssi	Bacteria	20.0
Shimia aestuarii	Bacteria	35.0
Shimia biformata	Bacteria	30.0
Shimia haliotis	Bacteria	30.0
Shimia isoporae	Bacteria	25.0
Shimia marina	Bacteria	30.0
Shimia sagamensis	Bacteria	25.0
Shimwellia blattae	Bacteria	30.0
Shimwellia blattae	Bacteria	37.0
Shimwellia pseudoproteus	Bacteria	28.0
Shimwellia pseudoproteus	Bacteria	30.0
Shinella curvata	Bacteria	25.0
Shinella fusca	Bacteria	28.0
Shinella granuli	Bacteria	30.0
Shinella kummerowiae	Bacteria	28.0
Shinella sp.	Bacteria	30.0
Shinella yambaruensis	Bacteria	28.0
Shinella zoogloeoides	Bacteria	30.0
Shuttleworthia satelles	Bacteria	37.0
Siccibacter colletis	Bacteria	28.0
Siccibacter colletis	Bacteria	37.0
Siccibacter turicensis	Bacteria	37.0
Siccirubricoccus deserti	Bacteria	25.0
Silanimonas algicola	Bacteria	29.0
Silanimonas lenta	Bacteria	37.0
Silanimonas mangrovi	Bacteria	28.0
Silicimonas algicola	Bacteria	25.0
Silvanigrella aquatica	Bacteria	21.0
Silvibacterium bohemicum	Bacteria	25.0
Silvimonas amylolytica	Bacteria	28.0
Silvimonas iriomotensis	Bacteria	28.0
Silvimonas terrae	Bacteria	28.0
Simiduia aestuariiviva	Bacteria	28.0
Simiduia agarivorans	Bacteria	28.0
Simiduia areninigrae	Bacteria	28.0
Simiduia curdlanivorans	Bacteria	28.0
Simiduia litorea	Bacteria	28.0
Simkania negevensis	Bacteria	25.0
Simonsiella muelleri	Bacteria	37.0
Simplicispira limi	Bacteria	25.0
Simplicispira limi	Bacteria	28.0
Simplicispira metamorpha	Bacteria	28.0
Simplicispira metamorpha	Bacteria	30.0
Simplicispira psychrophila	Bacteria	20.0
Simplicispira soli	Bacteria	26.0
Singulisphaera acidiphila	Bacteria	28.0
Singulisphaera rosea	Bacteria	28.0
Sinimarinibacterium flocculans	Bacteria	37.0
Sinobaca qinghaiensis	None	28.0
Sinobacterium caligoides	Bacteria	28.0
Sinobacterium norvegicum	Bacteria	15.0
Sinobacterium sp.	Bacteria	12.0
Sinobacterium sp.	Bacteria	14.0
Sinomicrobium oceani	Bacteria	28.0
Sinomonas albida	Bacteria	25.0
Sinomonas albida	Bacteria	28.0
Sinomonas atrocyanea	Bacteria	28.0
Sinomonas echigonensis	Bacteria	25.0
Sinomonas echigonensis	Bacteria	28.0
Sinomonas flava	Bacteria	29.0
Sinomonas humi	Bacteria	28.0
Sinomonas mesophila	Bacteria	28.0
Sinomonas notoginsengisoli	Bacteria	28.0
Sinomonas soli	Bacteria	28.0
Sinomonas sp.	Bacteria	37.0
Sinomonas susongensis	Bacteria	28.0
Sinorhizobium adhaerens	Bacteria	28.0
Sinorhizobium adhaerens	None	37.0
Sinorhizobium chiapanecum	None	30.0
Sinorhizobium sp.	Bacteria	29.0
Sinosporangium album	None	28.0
Siphonobacter aquaeclarae	Bacteria	28.0
Siphonobacter curvatus	Bacteria	20.0
Skermanella aerolata	Bacteria	28.0
Skermanella massiliensis	None	37.0
Skermanella parooensis	Bacteria	25.0
Skermanella rosea	Bacteria	29.0
Skermanella stibiiresistens	Bacteria	21.0
Skermanella xinjiangensis	Bacteria	27.0
Skermania piniformis	Bacteria	28.0
Slackia equolifaciens	Bacteria	37.0
Slackia exigua	Bacteria	37.0
Slackia faecicanis	Bacteria	37.0
Slackia heliotrinireducens	Bacteria	37.0
Slackia isoflavoniconvertens	Bacteria	37.0
Slackia piriformis	Bacteria	37.0
Smaragdicoccus niigatensis	Bacteria	30.0
Smithella propionica	Bacteria	35.0
Sneathia amnii	None	37.0
Sneathia sanguinegens	Bacteria	37.0
Sneathiella chinensis	Bacteria	21.0
Sneathiella chungangensis	Bacteria	30.0
Sneathiella glossodoripedis	Bacteria	35.0
Snodgrassella alvi	Bacteria	37.0
Sodalis glossinidius	Bacteria	28.0
Soehngenia saccharolytica	None	30.0
Soleaferrea massiliensis	Bacteria	37.0
Solibacillus isronensis	None	30.0
Solibacillus kalamii	None	25.0
Solibacillus silvestris	None	28.0
Solibacillus silvestris	None	30.0
Solibacillus silvestris	None	37.0
Solibacter usitatus	Bacteria	25.0
Solimonas aquatica	Bacteria	25.0
Solimonas flava	Bacteria	28.0
Solimonas soli	Bacteria	28.0
Solimonas sp.	Bacteria	28.0
Solimonas terrae	Bacteria	28.0
Solimonas variicoloris	Bacteria	30.0
Solirubrobacter ginsenosidimutans	Bacteria	28.0
Solirubrobacter pauli	Bacteria	28.0
Solirubrobacter soli	Bacteria	28.0
Solitalea canadensis	Bacteria	25.0
Solitalea koreensis	Bacteria	28.0
Solobacterium moorei	Bacteria	37.0
Soonwooa buanensis	Bacteria	28.0
Soonwooa purpurea	Bacteria	29.0
Soortia roseihalophila	Bacteria	31.0
Sorangium ambruticinum	Bacteria	28.0
Sorangium bulgaricum	Bacteria	28.0
Sorangium cellulosum	Bacteria	26.0
Sorangium cellulosum	Bacteria	28.0
Sorangium cellulosum	Bacteria	30.0
Sorangium sp.	Bacteria	28.0
Specibacter cremeus	Bacteria	28.0
Spelaeicoccus albus	Bacteria	30.0
Sphaerimonospora cavernae	Bacteria	29.0
Sphaerimonospora mesophila	Bacteria	41.0
Sphaerimonospora thailandensis	Bacteria	28.0
Sphaerimonospora triticiradicis	Bacteria	28.0
Sphaerisporangium album	Bacteria	28.0
Sphaerisporangium aureirubrum	Bacteria	28.0
Sphaerisporangium cinnabarinum	Bacteria	28.0
Sphaerisporangium corydalis	Bacteria	28.0
Sphaerisporangium dianthi	Bacteria	28.0
Sphaerisporangium flaviroseum	Bacteria	28.0
Sphaerisporangium krabiense	Bacteria	28.0
Sphaerisporangium melleum	Bacteria	28.0
Sphaerisporangium rhizosphaerae	Bacteria	28.0
Sphaerisporangium rubeum	Bacteria	28.0
Sphaerisporangium rufum	Bacteria	28.0
Sphaerisporangium siamense	Bacteria	28.0
Sphaerisporangium viridialbum	Bacteria	28.0
Sphaerobacter thermophilus	Bacteria	55.0
Sphaerochaeta associata	Bacteria	37.0
Sphaerochaeta coccoides	Bacteria	30.0
Sphaerochaeta globosa	Bacteria	25.0
Sphaerochaeta pleomorpha	Bacteria	25.0
Sphaerotilus hippei	Bacteria	26.0
Sphaerotilus montanus	Bacteria	25.0
Sphaerotilus montanus	Bacteria	26.0
Sphaerotilus natans	Bacteria	25.0
Sphaerotilus sp.	Bacteria	25.0
Sphingoaurantiacus capsulatus	Bacteria	20.0
Sphingoaurantiacus polygranulatus	Bacteria	28.0
Sphingobacterium alimentarium	Bacteria	28.0
Sphingobacterium alkalisoli	Bacteria	30.0
Sphingobacterium anhuiense	Bacteria	20.0
Sphingobacterium bovisgrunnientis	Bacteria	34.0
Sphingobacterium caeni	Bacteria	25.0
Sphingobacterium cellulitidis	Bacteria	33.0
Sphingobacterium changzhouense	Bacteria	25.0
Sphingobacterium chuzhouense	Bacteria	29.0
Sphingobacterium cladoniae	Bacteria	25.0
Sphingobacterium composti	Bacteria	28.0
Sphingobacterium composti	Bacteria	36.0
Sphingobacterium corticis	Bacteria	20.0
Sphingobacterium daejeonense	Bacteria	30.0
Sphingobacterium detergens	Bacteria	26.0
Sphingobacterium faecium	Bacteria	28.0
Sphingobacterium griseoflavum	Bacteria	25.0
Sphingobacterium hotanense	Bacteria	33.0
Sphingobacterium humi	Bacteria	28.0
Sphingobacterium jejuense	Bacteria	30.0
Sphingobacterium kitahiroshimense	Bacteria	21.0
Sphingobacterium kyonggiense	Bacteria	29.0
Sphingobacterium lactis	Bacteria	28.0
Sphingobacterium lactis	Bacteria	30.0
Sphingobacterium multivorum	Bacteria	28.0
Sphingobacterium multivorum	Bacteria	30.0
Sphingobacterium multivorum	Bacteria	34.0
Sphingobacterium nematocida	Bacteria	28.0
Sphingobacterium populi	Bacteria	29.0
Sphingobacterium psychroaquaticum	Bacteria	28.0
Sphingobacterium rhinocerotis	Bacteria	28.0
Sphingobacterium shayense	Bacteria	25.0
Sphingobacterium siyangense	Bacteria	23.0
Sphingobacterium solani	Bacteria	25.0
Sphingobacterium soli	Bacteria	30.0
Sphingobacterium sp.	Bacteria	28.0
Sphingobacterium sp.	Bacteria	30.0
Sphingobacterium sp.	Bacteria	35.0
Sphingobacterium sp.	Bacteria	45.0
Sphingobacterium spiritivorum	Bacteria	28.0
Sphingobacterium spiritivorum	Bacteria	30.0
Sphingobacterium tabacisoli	Bacteria	23.0
Sphingobacterium terrae	Bacteria	30.0
